date,cases,deaths,recovered,daily_cases,daily_deaths,daily_recovered
2020-01-22,0,0,0,0.0,0.0,0.0
2020-01-23,0,0,0,0.0,0.0,0.0
2020-01-24,0,0,0,0.0,0.0,0.0
2020-01-25,0,0,0,0.0,0.0,0.0
2020-01-26,0,0,0,0.0,0.0,0.0
2020-01-27,0,0,0,0.0,0.0,0.0
2020-01-28,0,0,0,0.0,0.0,0.0
2020-01-29,0,0,0,0.0,0.0,0.0
2020-01-30,0,0,0,0.0,0.0,0.0
2020-01-31,0,0,0,0.0,0.0,0.0
2020-02-01,0,0,0,0.0,0.0,0.0
2020-02-02,0,0,0,0.0,0.0,0.0
2020-02-03,0,0,0,0.0,0.0,0.0
2020-02-04,0,0,0,0.0,0.0,0.0
2020-02-05,0,0,0,0.0,0.0,0.0
2020-02-06,0,0,0,0.0,0.0,0.0
2020-02-07,0,0,0,0.0,0.0,0.0
2020-02-08,0,0,0,0.0,0.0,0.0
2020-02-09,0,0,0,0.0,0.0,0.0
2020-02-10,0,0,0,0.0,0.0,0.0
2020-02-11,0,0,0,0.0,0.0,0.0
2020-02-12,0,0,0,0.0,0.0,0.0
2020-02-13,0,0,0,0.0,0.0,0.0
2020-02-14,0,0,0,0.0,0.0,0.0
2020-02-15,0,0,0,0.0,0.0,0.0
2020-02-16,0,0,0,0.0,0.0,0.0
2020-02-17,0,0,0,0.0,0.0,0.0
2020-02-18,0,0,0,0.0,0.0,0.0
2020-02-19,0,0,0,0.0,0.0,0.0
2020-02-20,0,0,0,0.0,0.0,0.0
2020-02-21,0,0,0,0.0,0.0,0.0
2020-02-22,0,0,0,0.0,0.0,0.0
2020-02-23,0,0,0,0.0,0.0,0.0
2020-02-24,0,0,0,0.0,0.0,0.0
2020-02-25,0,0,0,0.0,0.0,0.0
2020-02-26,0,0,0,0.0,0.0,0.0
2020-02-27,0,0,0,0.0,0.0,0.0
2020-02-28,0,0,0,0.0,0.0,0.0
2020-02-29,0,0,0,0.0,0.0,0.0
2020-03-01,0,0,0,0.0,0.0,0.0
2020-03-02,2,0,0,2.0,0.0,0.0
2020-03-03,2,0,0,0.0,0.0,0.0
2020-03-04,2,0,0,0.0,0.0,0.0
2020-03-05,2,0,0,0.0,0.0,0.0
2020-03-06,4,0,0,2.0,0.0,0.0
2020-03-07,4,0,0,0.0,0.0,0.0
2020-03-08,6,0,0,2.0,0.0,0.0
2020-03-09,19,0,0,13.0,0.0,0.0
2020-03-10,27,0,2,8.0,0.0,2.0
2020-03-11,34,1,2,7.0,1.0,0.0
2020-03-12,34,1,2,0.0,0.0,0.0
2020-03-13,69,4,2,35.0,3.0,0.0
2020-03-14,96,5,8,27.0,1.0,6.0
2020-03-15,117,5,8,21.0,0.0,0.0
2020-03-16,134,5,8,17.0,0.0,0.0
2020-03-17,172,5,8,38.0,0.0,0.0
2020-03-18,227,19,11,55.0,14.0,3.0
2020-03-19,311,25,11,84.0,6.0,0.0
2020-03-20,369,32,15,58.0,7.0,4.0
2020-03-21,450,38,15,81.0,6.0,0.0
2020-03-22,514,48,29,64.0,10.0,14.0
2020-03-23,579,49,29,65.0,1.0,0.0
2020-03-24,686,55,30,107.0,6.0,1.0
2020-03-25,790,58,31,104.0,3.0,1.0
2020-03-26,893,78,35,103.0,20.0,4.0
2020-03-27,1046,87,46,153.0,9.0,11.0
2020-03-28,1155,102,59,109.0,15.0,13.0
2020-03-29,1285,114,64,130.0,12.0,5.0
2020-03-30,1414,122,75,129.0,8.0,11.0
2020-03-31,1528,136,81,114.0,14.0,6.0
2020-04-01,1677,157,103,149.0,21.0,22.0
2020-04-02,1790,170,112,113.0,13.0,9.0
2020-04-03,1986,181,134,196.0,11.0,22.0
2020-04-04,2092,191,150,106.0,10.0,16.0
2020-04-05,2273,198,164,181.0,7.0,14.0
2020-04-06,2491,209,192,218.0,11.0,28.0
2020-04-07,2738,221,204,247.0,12.0,12.0
2020-04-08,2956,240,222,218.0,19.0,18.0
2020-04-09,3293,280,252,337.0,40.0,30.0
2020-04-10,3512,306,282,219.0,26.0,30.0
2020-04-11,3842,327,286,330.0,21.0,4.0
2020-04-12,4241,373,359,399.0,46.0,73.0
2020-04-13,4557,399,380,316.0,26.0,21.0
2020-04-14,4839,459,426,282.0,60.0,46.0
2020-04-15,5136,469,446,297.0,10.0,20.0
2020-04-16,5516,496,548,380.0,27.0,102.0
2020-04-17,5923,520,607,407.0,24.0,59.0
2020-04-18,6248,535,631,325.0,15.0,24.0
2020-04-19,6575,582,686,327.0,47.0,55.0
2020-04-20,6760,590,747,185.0,8.0,61.0
2020-04-21,7135,616,842,375.0,26.0,95.0
2020-04-22,7418,635,913,283.0,19.0,71.0
2020-04-23,7775,647,960,357.0,12.0,47.0
2020-04-24,8211,689,1002,436.0,42.0,42.0
2020-04-25,8607,720,1042,396.0,31.0,40.0
2020-04-26,8882,743,1107,275.0,23.0,65.0
2020-04-27,9096,765,1151,214.0,22.0,44.0
2020-04-28,9511,773,1254,415.0,8.0,103.0
2020-04-29,9771,784,1391,260.0,11.0,137.0
2020-04-30,10118,792,1522,347.0,8.0,131.0
2020-05-01,10551,800,1591,433.0,8.0,69.0
2020-05-02,10843,831,1665,292.0,31.0,74.0
2020-05-03,11192,845,1876,349.0,14.0,211.0
2020-05-04,11587,864,1954,395.0,19.0,78.0
2020-05-05,12071,872,2197,484.0,8.0,243.0
2020-05-06,12438,895,2317,367.0,23.0,120.0
2020-05-07,12776,930,2381,338.0,35.0,64.0
2020-05-08,13112,943,2494,336.0,13.0,113.0
2020-05-09,13645,959,2607,533.0,16.0,113.0
2020-05-10,14032,973,2698,387.0,14.0,91.0
2020-05-11,14265,991,2881,233.0,18.0,183.0
2020-05-12,14749,1007,3063,484.0,16.0,182.0
2020-05-13,15438,1028,3287,689.0,21.0,224.0
2020-05-14,16006,1043,3518,568.0,15.0,231.0
2020-05-15,16496,1076,3803,490.0,33.0,285.0
2020-05-16,17025,1089,3911,529.0,13.0,108.0
2020-05-17,17514,1148,4129,489.0,59.0,218.0
2020-05-18,18010,1191,4324,496.0,43.0,195.0
2020-05-19,18496,1221,4467,486.0,30.0,143.0
2020-05-20,19189,1242,4575,693.0,21.0,108.0
2020-05-21,20162,1278,4838,973.0,36.0,263.0
2020-05-22,20796,1326,5057,634.0,48.0,219.0
2020-05-23,21745,1351,5249,949.0,25.0,192.0
2020-05-24,22271,1372,5402,526.0,21.0,153.0
2020-05-25,22750,1391,5642,479.0,19.0,240.0
2020-05-26,23165,1418,5877,415.0,27.0,235.0
2020-05-27,23851,1473,6057,686.0,55.0,180.0
2020-05-28,24538,1496,6240,687.0,23.0,183.0
2020-05-29,25216,1520,6492,678.0,24.0,252.0
2020-05-30,25773,1573,7015,557.0,53.0,523.0
2020-05-31,26473,1613,7308,700.0,40.0,293.0
2020-06-01,26940,1641,7637,467.0,28.0,329.0
2020-06-02,27549,1663,7935,609.0,22.0,298.0
2020-06-03,28233,1698,8406,684.0,35.0,471.0
2020-06-04,28818,1721,8892,585.0,23.0,486.0
2020-06-05,29521,1770,9443,703.0,49.0,551.0
2020-06-06,30514,1801,9907,993.0,31.0,464.0
2020-06-07,31186,1851,10498,672.0,50.0,591.0
2020-06-08,32033,1883,10904,847.0,32.0,406.0
2020-06-09,33076,1923,11414,1043.0,40.0,510.0
2020-06-10,34316,1959,12129,1240.0,36.0,715.0
2020-06-11,35295,2000,12636,979.0,41.0,507.0
2020-06-12,36406,2048,13213,1111.0,48.0,577.0
2020-06-13,37420,2091,13776,1014.0,43.0,563.0
2020-06-14,38277,2134,14531,857.0,43.0,755.0
2020-06-15,39294,2198,15123,1017.0,64.0,592.0
2020-06-16,40400,2231,15703,1106.0,33.0,580.0
2020-06-17,41431,2276,16243,1031.0,45.0,540.0
2020-06-18,42762,2339,16798,1331.0,63.0,555.0
2020-06-19,43803,2373,17349,1041.0,34.0,551.0
2020-06-20,45029,2429,17883,1226.0,56.0,534.0
2020-06-21,45891,2465,18404,862.0,36.0,521.0
2020-06-22,46845,2500,18735,954.0,35.0,331.0
2020-06-23,47896,2535,19241,1051.0,35.0,506.0
2020-06-24,49009,2573,19658,1113.0,38.0,417.0
2020-06-25,50187,2620,20449,1178.0,47.0,791.0
2020-06-26,51427,2683,21333,1240.0,63.0,884.0
2020-06-27,52812,2720,21909,1385.0,37.0,576.0
2020-06-28,54010,2754,22936,1198.0,34.0,1027.0
2020-06-29,55092,2805,23800,1082.0,51.0,864.0
2020-06-30,56385,2876,24806,1293.0,71.0,1006.0
2020-07-01,57770,2934,25595,1385.0,58.0,789.0
2020-07-02,59394,2987,26667,1624.0,53.0,1072.0
2020-07-03,60695,3036,27568,1301.0,49.0,901.0
2020-07-04,62142,3089,28219,1447.0,53.0,651.0
2020-07-05,63749,3171,29105,1607.0,82.0,886.0
2020-07-06,64958,3241,29919,1209.0,70.0,814.0
2020-07-07,66226,3309,30785,1268.0,68.0,866.0
2020-07-08,68079,3359,31585,1853.0,50.0,800.0
2020-07-09,70736,3417,32651,2657.0,58.0,1066.0
2020-07-10,72347,3469,33529,1611.0,52.0,878.0
2020-07-11,74018,3535,34719,1671.0,66.0,1190.0
2020-07-12,75699,3606,35638,1681.0,71.0,919.0
2020-07-13,76981,3656,36689,1282.0,50.0,1051.0
2020-07-14,78572,3710,37636,1591.0,54.0,947.0
2020-07-15,80094,3797,39050,1522.0,87.0,1414.0
2020-07-16,81668,3873,40345,1574.0,76.0,1295.0
2020-07-17,83130,3957,41834,1462.0,84.0,1489.0
2020-07-18,84882,4016,43268,1752.0,59.0,1434.0
2020-07-19,86521,4143,45401,1639.0,127.0,2133.0
2020-07-20,88214,4239,46977,1693.0,96.0,1576.0
2020-07-21,89869,4320,48466,1655.0,81.0,1489.0
2020-07-22,91751,4459,50255,1882.0,139.0,1789.0
2020-07-23,93657,4576,52164,1906.0,117.0,1909.0
2020-07-24,95418,4665,53945,1761.0,89.0,1781.0
2020-07-25,97286,4714,55354,1868.0,49.0,1409.0
2020-07-26,98778,4781,56655,1492.0,67.0,1301.0
2020-07-27,100303,4838,58173,1525.0,57.0,1518.0
2020-07-28,102051,4901,60539,1748.0,63.0,2366.0
2020-07-29,104432,4975,62138,2381.0,74.0,1599.0
2020-07-30,106336,5058,64292,1904.0,83.0,2154.0
2020-07-31,108376,5131,65907,2040.0,73.0,1615.0
2020-08-01,109936,5193,67919,1560.0,62.0,2012.0
2020-08-02,111455,5236,68975,1519.0,43.0,1056.0
2020-08-03,113134,5302,70237,1679.0,66.0,1262.0
2020-08-04,115056,5388,72050,1922.0,86.0,1813.0
2020-08-05,116871,5452,73889,1815.0,64.0,1839.0
2020-08-06,118753,5521,75645,1882.0,69.0,1756.0
2020-08-07,121226,5593,77557,2473.0,72.0,1912.0
2020-08-08,123503,5658,79306,2277.0,65.0,1749.0
2020-08-09,125396,5723,80952,1893.0,65.0,1646.0
2020-08-10,127083,5765,82236,1687.0,42.0,1284.0
2020-08-11,128776,5824,83710,1693.0,59.0,1474.0
2020-08-12,130718,5903,85798,1942.0,79.0,2088.0
2020-08-13,132816,5968,87558,2098.0,65.0,1760.0
2020-08-14,135123,6021,89618,2307.0,53.0,2060.0
2020-08-15,137468,6071,91321,2345.0,50.0,1703.0
2020-08-16,139549,6150,93103,2081.0,79.0,1782.0
2020-08-17,141370,6207,94458,1821.0,57.0,1355.0
2020-08-18,143043,6277,96306,1673.0,70.0,1848.0
2020-08-19,144945,6346,98657,1902.0,69.0,2351.0
2020-08-20,147211,6418,100674,2266.0,72.0,2017.0
2020-08-21,149408,6500,102991,2197.0,82.0,2317.0
2020-08-22,151498,6594,105198,2090.0,94.0,2207.0
2020-08-23,153535,6680,107500,2037.0,86.0,2302.0
2020-08-24,155412,6759,111060,1877.0,79.0,3560.0
2020-08-25,157859,6858,112867,2447.0,99.0,1807.0
2020-08-26,160165,6944,115409,2306.0,86.0,2542.0
2020-08-27,162884,7064,118575,2719.0,120.0,3166.0
2020-08-28,165887,7169,120900,3003.0,105.0,2325.0
2020-08-29,169195,7261,122802,3308.0,92.0,1902.0
2020-08-30,172053,7343,124185,2858.0,82.0,1383.0
2020-08-31,174796,7417,125959,2743.0,74.0,1774.0
2020-09-01,177571,7505,128057,2775.0,88.0,2098.0
2020-09-02,180646,7616,129971,3075.0,111.0,1914.0
2020-09-03,184268,7750,132055,3622.0,134.0,2084.0
2020-09-04,187537,7832,134181,3269.0,82.0,2126.0
2020-09-05,190665,7940,136401,3128.0,108.0,2220.0
2020-09-06,194109,8025,138575,3444.0,85.0,2174.0
2020-09-07,196989,8130,140652,2880.0,105.0,2077.0
2020-09-08,200035,8230,142958,3046.0,100.0,2306.0
2020-09-09,203342,8336,145200,3307.0,106.0,2242.0
2020-09-10,207203,8456,147510,3861.0,120.0,2310.0
2020-09-11,210940,8544,150217,3737.0,88.0,2707.0
2020-09-12,214746,8650,152458,3806.0,106.0,2241.0
2020-09-13,218382,8723,155010,3636.0,73.0,2552.0
2020-09-14,221523,8841,158405,3141.0,118.0,3395.0
2020-09-15,225030,8965,161065,3507.0,124.0,2660.0
2020-09-16,228993,9100,164101,3963.0,135.0,3036.0
2020-09-17,232628,9222,166686,3635.0,122.0,2585.0
2020-09-18,236519,9336,170774,3891.0,114.0,4088.0
2020-09-19,240687,9448,174350,4168.0,112.0,3576.0
2020-09-20,244676,9553,177327,3989.0,105.0,2977.0
2020-09-21,248852,9677,180797,4176.0,124.0,3470.0
2020-09-22,252923,9837,184298,4071.0,160.0,3501.0
2020-09-23,257388,9977,187958,4465.0,140.0,3660.0
2020-09-24,262022,10105,191853,4634.0,128.0,3895.0
2020-09-25,266845,10218,196196,4823.0,113.0,4343.0
2020-09-26,271339,10308,199403,4494.0,90.0,3207.0
2020-09-27,275213,10386,203014,3874.0,78.0,3611.0
2020-09-28,278722,10473,206870,3509.0,87.0,3856.0
2020-09-29,282724,10601,210437,4002.0,128.0,3567.0
2020-09-30,287008,10740,214947,4284.0,139.0,4510.0
2020-10-01,291182,10856,218487,4174.0,116.0,3540.0
2020-10-02,295499,10972,221340,4317.0,116.0,2853.0
2020-10-03,299506,11055,225052,4007.0,83.0,3712.0
2020-10-04,303498,11151,228453,3992.0,96.0,3401.0
2020-10-05,307120,11253,232593,3622.0,102.0,4140.0
2020-10-06,311176,11374,236437,4056.0,121.0,3844.0
2020-10-07,315714,11472,240291,4538.0,98.0,3854.0
2020-10-08,320564,11580,244060,4850.0,108.0,3769.0
2020-10-09,324658,11677,247667,4094.0,97.0,3607.0
2020-10-10,328952,11765,251481,4294.0,88.0,3814.0
2020-10-11,333449,11844,255027,4497.0,79.0,3546.0
2020-10-12,336716,11935,258519,3267.0,91.0,3492.0
2020-10-13,340622,12027,263296,3906.0,92.0,4777.0
2020-10-14,344749,12156,267851,4127.0,129.0,4555.0
2020-10-15,349160,12268,273661,4411.0,112.0,5810.0
2020-10-16,353461,12347,277544,4301.0,79.0,3883.0
2020-10-17,357762,12431,281592,4301.0,84.0,4048.0
2020-10-18,361867,12511,285324,4105.0,80.0,3732.0
2020-10-19,365240,12617,289243,3373.0,106.0,3919.0
2020-10-20,368842,12734,293653,3602.0,117.0,4410.0
2020-10-21,373109,12857,297509,4267.0,123.0,3856.0
2020-10-22,377541,12959,301006,4432.0,102.0,3497.0
2020-10-23,381910,13077,305100,4369.0,118.0,4094.0
2020-10-24,385980,13205,309219,4070.0,128.0,4119.0
2020-10-25,389712,13299,313764,3732.0,94.0,4545.0
2020-10-26,392934,13411,317672,3222.0,112.0,3908.0
2020-10-27,396454,13512,322248,3520.0,101.0,4576.0
2020-10-28,400483,13612,325793,4029.0,100.0,3545.0
2020-10-29,404048,13701,329778,3565.0,89.0,3985.0
2020-10-30,406945,13782,334295,2897.0,81.0,4517.0
2020-10-31,410088,13869,337801,3143.0,87.0,3506.0
2020-11-01,412784,13943,341942,2696.0,74.0,4141.0
2020-11-02,415402,14044,345566,2618.0,101.0,3624.0
2020-11-03,418375,14146,349497,2973.0,102.0,3931.0
2020-11-04,421731,14259,353282,3356.0,113.0,3785.0
2020-11-05,425796,14348,357142,4065.0,89.0,3860.0
2020-11-06,429574,14442,360705,3778.0,94.0,3563.0
2020-11-07,433836,14540,364417,4262.0,98.0,3712.0
2020-11-08,437716,14614,368298,3880.0,74.0,3881.0
2020-11-09,440569,14689,372266,2853.0,75.0,3968.0
2020-11-10,444348,14761,375741,3779.0,72.0,3475.0
2020-11-11,448118,14836,378982,3770.0,75.0,3241.0
2020-11-12,452291,14933,382084,4173.0,97.0,3102.0
2020-11-13,457735,15037,385094,5444.0,104.0,3010.0
2020-11-14,463007,15148,388094,5272.0,111.0,3000.0
2020-11-15,467113,15211,391991,4106.0,63.0,3897.0
2020-11-16,470648,15296,395443,3535.0,85.0,3452.0
2020-11-17,474455,15393,398636,3807.0,97.0,3193.0
2020-11-18,478720,15503,402347,4265.0,110.0,3711.0
2020-11-19,483518,15600,406612,4798.0,97.0,4265.0
2020-11-20,488310,15678,410552,4792.0,78.0,3940.0
2020-11-21,493308,15774,413955,4998.0,96.0,3403.0
2020-11-22,497668,15884,418188,4360.0,110.0,4233.0
2020-11-23,502110,16002,422386,4442.0,118.0,4198.0
2020-11-24,506302,16111,425313,4192.0,109.0,2927.0
2020-11-25,511836,16225,429807,5534.0,114.0,4494.0
2020-11-26,516753,16352,433649,4917.0,127.0,3842.0
2020-11-27,522581,16521,437456,5828.0,169.0,3807.0
2020-11-28,527999,16646,441983,5418.0,125.0,4527.0
2020-11-29,534266,16815,445793,6267.0,169.0,3810.0
2020-11-30,538883,16945,450518,4617.0,130.0,4725.0
2020-12-01,543975,17081,454879,5092.0,136.0,4361.0
2020-12-02,549508,17199,458880,5533.0,118.0,4001.0
2020-12-03,557877,17355,462553,8369.0,156.0,3673.0
2020-12-04,563680,17479,466178,5803.0,124.0,3625.0
2020-12-05,569707,17589,470449,6027.0,110.0,4271.0
2020-12-06,575796,17740,474771,6089.0,151.0,4322.0
2020-12-07,581550,17867,479202,5754.0,127.0,4431.0
2020-12-08,586842,18000,483497,5292.0,133.0,4295.0
2020-12-09,592900,18171,487445,6058.0,171.0,3948.0
2020-12-10,598933,18336,491975,6033.0,165.0,4530.0
2020-12-11,605243,18511,496886,6310.0,175.0,4911.0
2020-12-12,611631,18653,501376,6388.0,142.0,4490.0
2020-12-13,617820,18819,505836,6189.0,166.0,4460.0
2020-12-14,623309,18956,510957,5489.0,137.0,5121.0
2020-12-15,629429,19111,516656,6120.0,155.0,5699.0
2020-12-16,636154,19248,521984,6725.0,137.0,5328.0
2020-12-17,643508,19390,526979,7354.0,142.0,4995.0
2020-12-18,650197,19514,531995,6689.0,124.0,5016.0
2020-12-19,657948,19659,536260,7751.0,145.0,4265.0
2020-12-20,664930,19880,541811,6982.0,221.0,5551.0
2020-12-21,671778,20085,546884,6848.0,205.0,5073.0
2020-12-22,678125,20257,552722,6347.0,172.0,5838.0
2020-12-23,685639,20408,558703,7514.0,151.0,5981.0
2020-12-24,692838,20589,563980,7199.0,181.0,5277.0
2020-12-25,700097,20847,570304,7259.0,258.0,6324.0
2020-12-26,706837,20994,576693,6740.0,147.0,6389.0
2020-12-27,713365,21237,583676,6528.0,243.0,6983.0
2020-12-28,719219,21452,589978,5854.0,215.0,6302.0
2020-12-29,727122,21703,596783,7903.0,251.0,6805.0
2020-12-30,735124,21944,603741,8002.0,241.0,6958.0
2020-12-31,743198,22138,611097,8074.0,194.0,7356.0
2021-01-01,751270,22329,617936,8072.0,191.0,6839.0
2021-01-02,758473,22555,625518,7203.0,226.0,7582.0
2021-01-03,765350,22734,631937,6877.0,179.0,6419.0
2021-01-04,772103,22911,639103,6753.0,177.0,7166.0
2021-01-05,779548,23109,645746,7445.0,198.0,6643.0
2021-01-06,788402,23296,652513,8854.0,187.0,6767.0
2021-01-07,797723,23520,659437,9321.0,224.0,6924.0
2021-01-08,808340,23753,666883,10617.0,233.0,7446.0
2021-01-09,818386,23947,673511,10046.0,194.0,6628.0
2021-01-10,828026,24129,681024,9640.0,182.0,7513.0
2021-01-11,836718,24343,688739,8692.0,214.0,7715.0
2021-01-12,846765,24645,695807,10047.0,302.0,7068.0
2021-01-13,858043,24951,703464,11278.0,306.0,7657.0
2021-01-14,869600,25246,711205,11557.0,295.0,7741.0
2021-01-15,882418,25484,718696,12818.0,238.0,7491.0
2021-01-16,896642,25767,727358,14224.0,283.0,8662.0
2021-01-17,907929,25987,736460,11287.0,220.0,9102.0
2021-01-18,917015,26282,745935,9086.0,295.0,9475.0
2021-01-19,927380,26590,753948,10365.0,308.0,8013.0
2021-01-20,939948,26857,763703,12568.0,267.0,9755.0
2021-01-21,951651,27203,772790,11703.0,346.0,9087.0
2021-01-22,965283,27453,781147,13632.0,250.0,8357.0
2021-01-23,977474,27664,791059,12191.0,211.0,9912.0
2021-01-24,989262,27835,798810,11788.0,171.0,7751.0
2021-01-25,999256,28132,809488,9994.0,297.0,10678.0
2021-01-26,1012350,28468,820356,13094.0,336.0,10868.0
2021-01-27,1024298,28855,831330,11948.0,387.0,10974.0
2021-01-28,1037993,29331,842122,13695.0,476.0,10792.0
2021-01-29,1051795,29518,852260,13802.0,187.0,10138.0
2021-01-30,1066313,29728,862502,14518.0,210.0,10242.0
2021-01-31,1078314,29998,873221,12001.0,270.0,10719.0
2021-02-01,1089308,30277,883682,10994.0,279.0,10461.0
2021-02-02,1099687,30581,896530,10379.0,304.0,12848.0
2021-02-03,1111671,30770,905665,11984.0,189.0,9135.0
2021-02-04,1123105,31001,917306,11434.0,231.0,11641.0
2021-02-05,1134854,31202,926980,11749.0,201.0,9674.0
2021-02-06,1147010,31393,939184,12156.0,191.0,12204.0
2021-02-07,1157837,31556,949990,10827.0,163.0,10806.0
2021-02-08,1166079,31763,963028,8242.0,207.0,13038.0
2021-02-09,1174779,31976,973452,8700.0,213.0,10424.0
